788778,489349
837929,325360
961290,859214
1062595,842471
2753499,581611
1062595,842471
10737,7174
1221,1043
573,482
806922,600352
2605722,701220
783,791
815,734
340134,192413
1798,1795
2605722,701220
381533,333654
583776,469990
276368,240793
2981999,905493
12570,11231
12570,11231
9223,9216
12570,11231
9223,9216
12570,11231
9223,9216
12570,11231
2973,1300
142226,118955
1156,1273
1156,1273
79847,64417
